venue_id,venue_name,address,city,state,phone,website,category,rating,price,hours,description,facebook_page,social_media_url,source,is_scrapable,needs_website,newsletter_signup_url,newsletter_subscribed,newsletter_checked_at,last_scraped_at,created_at,updated_at,Business Type,Experience Category,Incentive Category,Incentive Teaser,Full Incentive Description,Days / Timing Restrictions,Group Friendly?,Psychological Motivator Type,Estimated Perceived Value ($ range),Expiration / Ongoing,Source URL,Notes
ChIJF1-Dj61ZwoARVOnDisJ_RW0,Subway,"38709 Tierra Subida Avenue #300, Palmdale",Palmdale,CA,,,Restaurants & Food,4,$,,"meal_takeaway, restaurant, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.184793+00:00,2026-04-06T15:28:43.184793+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJI0s-nt9XwoAREZWRvMjVFoY,Subway,"2321 East Avenue S Unit E-1, Palmdale",Palmdale,CA,,,Restaurants & Food,3.9,$,,"meal_takeaway, restaurant, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.184793+00:00,2026-04-06T15:28:43.184793+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJB7Y6DS9YwoARl-f1vBUvDrQ,Subway,"509 East Palmdale Boulevard Unit A, Palmdale",Palmdale,CA,,,Restaurants & Food,4.3,$,,"meal_takeaway, restaurant, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.184793+00:00,2026-04-06T15:28:43.184793+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJ02r9o_rx3IAREofgfuTDbJI,Subway,"31742 Rancho Viejo Rd Suite A, San Juan Capistrano, CA 92675, USA",San Juan Capistrano,CA,(949) 388-7373,https://restaurants.subway.com/united-states/ca/san-juan-capistrano/31742-rancho-viejo-road?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=1939&utm_campaign=evergreen-2020&y_source=1_MTQ5MDk1ODYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Restaurants & Food,4.3,$,"{""open_now"":true,""periods"":[{""close"":{""day"":1,""time"":""2000""},""open"":{""day"":1,""time"":""0800""}},{""close"":{""day"":2,""time"":""2000""},""open"":{""day"":2,""time"":""0800""}},{""close"":{""day"":3,""time"":""2000""},""open"":{""day"":3,""time"":""0800""}},{""close"":{""day"":4,""time"":""2000""}","establishment, food, meal_takeaway",,,google_places,TRUE,FALSE,,FALSE,,,2026-02-18T17:44:27.543352+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJWZPJxO7x3IARdKTcYINyP24,Subway,"31882 Del Obispo St Suite 153, San Juan Capistrano, CA 92675, USA",San Juan Capistrano,CA,(949) 493-0071,https://restaurants.subway.com/united-states/ca/san-juan-capistrano/31882-del-obispo-street?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=6188&utm_campaign=evergreen-2020&y_source=1_MTQ5MDIxMjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Restaurants & Food,3.4,$,"{""open_now"":true,""periods"":[{""close"":{""day"":0,""time"":""1900""},""open"":{""day"":0,""time"":""0900""}},{""close"":{""day"":1,""time"":""2030""},""open"":{""day"":1,""time"":""0900""}},{""close"":{""day"":2,""time"":""2030""},""open"":{""day"":2,""time"":""0900""}},{""close"":{""day"":3,""time"":""2030""}","establishment, food, meal_takeaway",,,google_places,TRUE,FALSE,,FALSE,,,2026-02-18T17:44:27.543352+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJwTO_otwq3YARg3wnWHwM7LE,Subway,"1340 South Beach Boulevard, La Habra",La Habra,CA,,,Restaurants & Food,3.6,$,,"meal_takeaway, restaurant, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:28:42.870835+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJP3L69xwy6IART5TKr3taxF4,Subway,"530 E New, Los Angeles Avenue UNIT 108, Moorpark",Moorpark,CA,,,Restaurants & Food,3.8,$,,"meal_takeaway, restaurant, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.184793+00:00,2026-04-06T15:28:43.184793+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJyeu84bay6YARwxC683NyD8E,Subway,"6120 Telegraph Road Suite B, Ventura",Ventura,CA,,,Restaurants & Food,4.1,$,,"meal_takeaway, restaurant, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.184793+00:00,2026-04-06T15:28:43.184793+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJ3Qg_k89M6IAR4NdoxtiryZw,Subway,"9280 Telephone Road, Ventura",Ventura,CA,,,Restaurants & Food,4.1,$,,"meal_takeaway, restaurant, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.184793+00:00,2026-04-06T15:28:43.184793+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJHepu9pXv6YAR42gMxubmchU,Subway,"161 Frazier Mountain Park Road, Lebec",Lebec,CA,,,Restaurants & Food,4.1,$,,"meal_takeaway, restaurant, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.184793+00:00,2026-04-06T15:28:43.184793+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJX7IxdqPXwoARICxrCmPzzZQ,Subway,"3250 Big Dalton Avenue, Baldwin Park",Baldwin Park,CA,,,Restaurants & Food,3.7,$,,"meal_takeaway, restaurant, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:28:42.870835+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJUY2BSvOs6YARzNqcOsve2zE,Subway,"51 West Main Street Suite C, Ventura",Ventura,CA,,,Restaurants & Food,4,$,,"meal_takeaway, restaurant, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.184793+00:00,2026-04-06T15:28:43.184793+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJX2eyLai16YARw3rmGiiRckU,Subway,"550-D West Main Street Store #5, Santa Paula",Santa Paula,CA,,,Restaurants & Food,4,$,,"meal_takeaway, restaurant, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.184793+00:00,2026-04-06T15:28:43.184793+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJac_kwNRD6oAReXBP71TJcqc,Subway,"8200 Stockdale Highway Suite A-3, Bakersfield",Bakersfield,CA,,,Restaurants & Food,3.7,$,,"meal_takeaway, restaurant, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:06:38.031809+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJq6wnmKlS6IARKSm373x6-eI,Subway,"4624 Telephone Road Unit A, Ventura",Ventura,CA,,,Restaurants & Food,4.3,$,,"meal_takeaway, restaurant, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.184793+00:00,2026-04-06T15:28:43.184793+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJMap6vgQ26IARQPDX4ss0pOg,Subway,"706 Arneill Road, Camarillo",Camarillo,CA,,,Restaurants & Food,3.7,$,,"meal_takeaway, restaurant, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.184793+00:00,2026-04-06T15:28:43.184793+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJ9QlV-1fV3IAR2RXpAmHuOXA,Subway,"1230 Imperial Highway Suite G, La Habra",La Habra,CA,,,Restaurants & Food,3.3,$,,"meal_takeaway, restaurant, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:28:42.870835+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJ8-Jh_zkow4AR2qUkBPRKGDo,Subway,"500 North Azusa Avenue Suite 106, West Covina",West Covina,CA,,,Restaurants & Food,4.3,$,,"meal_takeaway, restaurant, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:45:31.017941+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJG1ruGq7QwoARZvDBH1-fnqs,Subway,"3534 Peck Road, El Monte",El Monte,CA,,,Restaurants & Food,3.7,$,,"meal_takeaway, restaurant, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:45:31.017941+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJHZF3ylgpw4ARfAwzyl31lLY,Subway,"1219 North Grand Avenue, Walnut",Walnut,CA,,,Restaurants & Food,3.8,$,,"meal_takeaway, restaurant, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:45:31.017941+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJDysmAUzR3IARyViKDFexUoA,Subway,"1807 E Orangethorpe Ave, Placentia, CA 92870, USA",Placentia,CA,(714) 579-3160,https://restaurants.subway.com/united-states/ca/placentia/1807-e-orangethorpe-ave?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=3443&utm_campaign=evergreen-2020&y_source=1_MTQ5MDU5NzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Restaurants & Food,3.5,$,"{""open_now"":true,""periods"":[{""close"":{""day"":0,""time"":""2000""},""open"":{""day"":0,""time"":""1000""}},{""close"":{""day"":1,""time"":""2100""},""open"":{""day"":1,""time"":""0830""}},{""close"":{""day"":2,""time"":""2100""},""open"":{""day"":2,""time"":""0830""}},{""close"":{""day"":3,""time"":""2100""}","establishment, food, meal_takeaway",,,google_places,TRUE,FALSE,,FALSE,,,2026-01-30T18:06:58.742522+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJQZ2UFwXU3IAR5gLeDg3AJSc,Subway,"1208 E Yorba Linda Blvd, Placentia, CA 92870, USA",Placentia,CA,(714) 579-7555,https://restaurants.subway.com/united-states/ca/placentia/1208-e-yorba-linda-blvd?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=29842&utm_campaign=evergreen-2020&y_source=1_MTQ4OTg1ODUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Restaurants & Food,3.4,$,"{""open_now"":true,""periods"":[{""close"":{""day"":0,""time"":""2030""},""open"":{""day"":0,""time"":""1000""}},{""close"":{""day"":1,""time"":""2100""},""open"":{""day"":1,""time"":""0830""}},{""close"":{""day"":2,""time"":""2100""},""open"":{""day"":2,""time"":""0830""}},{""close"":{""day"":3,""time"":""2100""}","establishment, food, meal_takeaway",,,google_places,TRUE,FALSE,,FALSE,,,2026-01-30T18:06:58.742522+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJYe9VuOHT3IARc5th2BXQgnQ,Subway,"18450 Yorba Linda Blvd Suite A, Yorba Linda, CA 92886, USA",Yorba Linda,CA,(714) 729-4956,https://restaurants.subway.com/united-states/ca/yorba-linda/18450-yorba-linda-blvd?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=46136&utm_campaign=evergreen-2020&y_source=1_MTQ5MDAyNzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Restaurants & Food,3.8,$,"{""open_now"":true,""periods"":[{""close"":{""day"":0,""time"":""2100""},""open"":{""day"":0,""time"":""0900""}},{""close"":{""day"":1,""time"":""2100""},""open"":{""day"":1,""time"":""0730""}},{""close"":{""day"":2,""time"":""2100""},""open"":{""day"":2,""time"":""0730""}},{""close"":{""day"":3,""time"":""2100""}","establishment, food, meal_takeaway",,,google_places,TRUE,FALSE,,FALSE,,,2026-01-30T18:06:58.742522+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJhVJpDcMS2YARHqouE0xn5KM,Subway,"Presidente Lazaro Cardenas y Callejon Libertad 20, Local 4, Tecate",Tecate,CA,,,Restaurants & Food,3.7,$$,,"restaurant, point_of_interest, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:42.673765+00:00,2026-04-06T15:28:42.673765+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJNUfFc2fSwoARSBsDlsdyqmo,Subway,"11411 Telegraph Rd, Santa Fe Springs, CA 90670, USA",Santa Fe Springs,CA,(562) 801-1920,https://restaurants.subway.com/united-states/ca/santa-fe-springs/11411-telegraph-rd?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=35965&utm_campaign=evergreen-2020&y_source=1_MTQ5MTIxMjgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Restaurants & Food,4,$,"{""open_now"":true,""periods"":[{""close"":{""day"":0,""time"":""1900""},""open"":{""day"":0,""time"":""1000""}},{""close"":{""day"":1,""time"":""2100""},""open"":{""day"":1,""time"":""0900""}},{""close"":{""day"":2,""time"":""2100""},""open"":{""day"":2,""time"":""0900""}},{""close"":{""day"":3,""time"":""2100""}","establishment, food, meal_takeaway",,,google_places,TRUE,FALSE,,FALSE,,,2026-02-18T18:03:02.300388+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJdWFujorNwoARYzKcBymtEQQ,Subway,"9228 Lakewood Blvd, Downey, CA 90240, USA",Downey,CA,(562) 622-8500,https://restaurants.subway.com/united-states/ca/downey/9228-lakewood-blvd?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=26401&utm_campaign=evergreen-2020&y_source=1_MTQ5MTA2OTctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Restaurants & Food,3.9,$,"{""open_now"":true,""periods"":[{""close"":{""day"":0,""time"":""2200""},""open"":{""day"":0,""time"":""0900""}},{""close"":{""day"":1,""time"":""2200""},""open"":{""day"":1,""time"":""0900""}},{""close"":{""day"":2,""time"":""2200""},""open"":{""day"":2,""time"":""0900""}},{""close"":{""day"":3,""time"":""2200""}","establishment, food, meal_takeaway",,,google_places,TRUE,FALSE,,FALSE,,,2026-02-18T18:03:02.300388+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJz95FRBDSwoAR6Wq_J2GaYGk,Subway,"9238 Slauson Ave, Pico Rivera, CA 90660, USA",Pico Rivera,CA,(562) 948-3140,https://restaurants.subway.com/united-states/ca/pico-rivera/9238-slauson-avenue?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=3538&utm_campaign=evergreen-2020&y_source=1_MTQ5MDQxNTAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Restaurants & Food,4,$,"{""open_now"":true,""periods"":[{""close"":{""day"":0,""time"":""2100""},""open"":{""day"":0,""time"":""1000""}},{""close"":{""day"":1,""time"":""2100""},""open"":{""day"":1,""time"":""0900""}},{""close"":{""day"":2,""time"":""2100""},""open"":{""day"":2,""time"":""0900""}},{""close"":{""day"":3,""time"":""2100""}","establishment, food, meal_takeaway",,,google_places,TRUE,FALSE,,FALSE,,,2026-02-18T18:03:02.300388+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJD_tc4jDSwoARi6T7jut8RaY,Subway,"7920 Norwalk Blvd, Whittier, CA 90606, USA",Whittier,CA,(562) 692-4115,https://restaurants.subway.com/united-states/ca/whittier/7920-norwalk-blvd?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=16166&utm_campaign=evergreen-2020&y_source=1_MTQ5MDM3ODktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Restaurants & Food,4.1,$,"{""open_now"":true,""periods"":[{""close"":{""day"":0,""time"":""2000""},""open"":{""day"":0,""time"":""1000""}},{""close"":{""day"":1,""time"":""2100""},""open"":{""day"":1,""time"":""0700""}},{""close"":{""day"":2,""time"":""2100""},""open"":{""day"":2,""time"":""0700""}},{""close"":{""day"":3,""time"":""2100""}","establishment, food, meal_takeaway",,,google_places,TRUE,FALSE,,FALSE,,,2026-02-18T18:03:02.300388+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJc0wimFX924ARjlW9s9V-_1c,Subway,"50 Town Center Parkway Suite D, Santee",Santee,CA,,,Restaurants & Food,3.2,$,,"meal_takeaway, restaurant, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:51:06.054196+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJMbPn1gdZ2YARre-2a_XTSFk,Subway,"341 North 2nd Street, El Cajon",El Cajon,CA,,,Restaurants & Food,3.6,$,,"meal_takeaway, restaurant, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:51:06.054196+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJkY8Pe01Y2YARyyPIEnHXX2E,Subway,"915 Broadway, El Cajon",El Cajon,CA,,,Restaurants & Food,3.6,$,,"meal_takeaway, restaurant, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:51:06.054196+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJJw15p9UO6YARyI_CFUNj2cw,Subway,"1009 Casitas Pass Road, Carpinteria",Carpinteria,CA,,,Restaurants & Food,3.6,$,,"meal_takeaway, restaurant, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.184793+00:00,2026-04-06T15:28:43.184793+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJRR0kPCUV6YARzYGvKhchblk,Subway,"3967 State Street Space 4, Santa Barbara",Santa Barbara,CA,,,Restaurants & Food,3.8,$,,"meal_takeaway, restaurant, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.184793+00:00,2026-04-06T15:28:43.184793+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJP6gUTELZwoAR60JVowbDgR8,Subway,"123 West Foothill Boulevard #B, Monrovia",Monrovia,CA,,,Restaurants & Food,4.2,$,,"meal_takeaway, restaurant, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:51:06.949448+00:00,2026-03-24T14:55:02.116457+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJTSnI4kAU6YARA0uTT33A2Ic,Subway,"1940 Cliff Drive Suite B-13, Santa Barbara",Santa Barbara,CA,,,Restaurants & Food,4.1,$,,"meal_takeaway, restaurant, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.184793+00:00,2026-04-06T15:28:43.184793+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
ChIJ0eiPHqVA6YARMKoG_Km_PJ8,Subway,"6831 Hollister Avenue J, Goleta",Goleta,CA,,,Restaurants & Food,4,$,,"meal_takeaway, restaurant, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.184793+00:00,2026-04-06T15:28:43.184793+00:00,Restaurants & Food,American,Daily Special,$3.99 sandwiches,"Get a 6 inch Cold Cut Combo, BLT, Ham & Salami, or Spicy Pepperoni Sandwich for only $3.99",,Yes,Value Deal,$2-4,Limited Time,https://www.subway.com/en-us/,"Prices higher in CA, WA, AK & HI"
